A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E,F,F,F,F,F,F,F,F,F,F,G,G,G,G,G,G,G,G,G,G,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,J,J,J,J,J,J,J,J,J,J,K,K,K,K,K,K,K,K,K,K
-0.369197553466809,-0.372691726585235,-0.388797588565018,-0.380745413939681,-0.354735772473075,-0.30541391526628,-0.284202833499034,-0.356843614293775,-0.321000941901702,-0.27987947722806,0.0173224244447768,0.0588701902821211,0.025250495163482,-0.0620258541149678,0.0820079340159116,0.112579467514099,0.104289248282121,0.0306279226380146,-0.0025602975492762,0.0906532444141808,0.197596894940103,0.285212123584378,0.23149159551705,0.259265850664316,0.343939922357239,0.242905003541961,0.368262823435245,0.331050292686445,0.235355224796675,0.315781386584638,0.510103906068999,0.404986543199774,0.42429358123885,0.457133413981475,0.458436709521834,0.524342807306101,0.320926171568165,0.423619237457007,0.383376114598189,0.445177458788959,-0.173307551877657,-0.0861871975704396,-0.174497592053497,-0.188749399781767,-0.190565379520572,-0.147190498938064,-0.19122207247669,-0.114553804198341,-0.194448026269145,-0.11838228431746,0.0794061356793891,0.110690970457392,0.062658865323234,0.112041719390479,0.0736596422730131,0.0553307741655433,0.075081666715155,0.0512695610746705,0.00918359857751845,0.161658109951091,0.134973153297037,0.119310291262883,0.135755616552369,0.119688644414612,0.189375784398122,0.105220081131167,0.161774528311889,0.060754210361607,0.147994196608224,0.131925839931796,0.394618906220205,0.420473949669731,0.374676201405571,0.35592260673718,0.321859054108618,0.311415485588918,0.379885445808111,0.37022706882173,0.440238085037988,0.363826286688054,0.368339386149776,0.40247305620312,0.423124122088249,0.429808897022722,0.431294568311688,0.356832393551815,0.366532344625388,0.407471217428993,0.443661113437215,0.441483842764338,0.432119137094097,0.44469171201284,0.486436352667029,0.439826213750264,0.410579065709802,0.380557679310706,0.423503676417081,0.507851393739863,0.40017200790042,0.427837470824864,0.0683783445571179,0.182985149337893,0.0639909286593649,0.125991860577594,0.0968949233044582,0.131238442938404,0.0985256228764272,0.154541722388205,0.22297445692333,0.130862203260403
-0.325351213145704,-0.32886740375183,-0.344997097803801,-0.336977799418386,-0.310874752246149,-0.261586165578943,-0.24034132939405,-0.313036437732195,-0.277120122059482,-0.236109614103103,0.0611481429963372,0.102689395996871,0.0690078238235891,-0.0181761588832994,0.125714077117979,0.15634824788708,0.14815191969863,0.074538400716854,0.0413222785257634,0.134617161139201,0.241350048027717,0.329063427633196,0.275526858017129,0.303249237111216,0.387658490442392,0.286736246230038,0.411858148121299,0.374829775701662,0.279271827282627,0.359606450894698,0.554258476338918,0.449290983804511,0.467965368894543,0.501255610265504,0.502367673905227,0.568229289784756,0.36485049349008,0.467201493453558,0.427340925921725,0.488876157627246,-0.129467311740881,-0.0423507130149479,-0.130659120619041,-0.144894033225977,-0.146724909582982,-0.103352188071635,-0.147358651725897,-0.0707104870356997,-0.150589815781604,-0.074537750691281,0.123252810905771,0.154520273623323,0.106503694154569,0.155888511961573,0.117514770840756,0.0991691045782619,0.118909908282077,0.0951220706988382,0.0530145039751224,0.205504166410727,0.178846866469719,0.163069751200703,0.17952191587491,0.163552870188794,0.233203847967072,0.149044856205481,0.205646386869045,0.104618288791751,0.191879341263544,0.17577568943566,0.43835254637853,0.464246781838012,0.418550325641376,0.399757784769844,0.365622405017447,0.355361670669757,0.423990424957392,0.414173306167771,0.48406407099473,0.407684395514326,0.412174832025313,0.446315653201794,0.466974299946185,0.473663781234917,0.475135372666012,0.400675406489836,0.410393965105322,0.451332637671008,0.4874956771529,0.485329136398726,0.475941516752912,0.488545088698088,0.530274450659705,0.483671238667031,0.454426857345371,0.424391996480516,0.467363529146609,0.551711394832054,0.444019565883316,0.471698567313628,0.112225268803595,0.226802122624779,0.107856878364607,0.169871168514461,0.140719635571248,0.175087188177357,0.142357262270921,0.198382656742062,0.266841213845228,0.174715963142976
-0.29585912721952,-0.299352318510934,-0.31549869018284,-0.307489146238124,-0.281381842071337,-0.232093095933015,-0.210839593749578,-0.283538081491874,-0.247601124955564,-0.206610091451192,0.0906497975202695,0.132211613223521,0.0985066236325201,0.0113169262554099,0.155232417045696,0.185844078068772,0.177650175794462,0.104037993708063,0.0708057204533827,0.164118366636436,0.270844490617178,0.358548841771788,0.305011031299038,0.332748725894473,0.417164942131729,0.316222755528505,0.441361864071007,0.404337176042312,0.308754199803017,0.389111840159325,0.583748797272595,0.478753507413534,0.497465776523903,0.530749356920394,0.531916013337675,0.597712884558728,0.394345571911137,0.496753134965421,0.456819019561005,0.518424182853483,-0.0999673925113295,-0.0128454530341981,-0.101157456642171,-0.115384941455188,-0.117234537152021,-0.073856802016051,-0.117873419334791,-0.041189473345607,-0.12107386573985,-0.0450523005972121,0.15276188176132,0.184020112604081,0.136003358303836,0.185394005013031,0.14700658529556,0.128657054520196,0.148399834735358,0.124617540618293,0.0825066992646186,0.235004709123184,0.20834234078896,0.192595691424892,0.209013220600859,0.193050083313901,0.262701149649794,0.17855376633818,0.235139351273504,0.134130704757137,0.221363532310068,0.205311633110817,0.467862174162909,0.49373538163338,0.448057375961613,0.429241928481763,0.395127489193043,0.384858898632115,0.453472812607498,0.443696208943541,0.513567027570313,0.437179784732836,0.441671727915658,0.475831888360819,0.496464295041879,0.503146872685478,0.504633528769875,0.430167792468984,0.439880729516898,0.480852599935763,0.516980901937842,0.514819690783632,0.50546131332841,0.518035093669693,0.559777879036704,0.513170637259721,0.483958990681872,0.45387229883734,0.496878624293573,0.581215257434141,0.473504429827645,0.501198797752968,0.14172613133382,0.256293723355834,0.137358063207512,0.199390987442949,0.170206112670648,0.204619847022074,0.171854760394065,0.227892822046933,0.296338795271546,0.204238873672002
-0.290420382289634,-0.293731095223252,-0.309959641862519,-0.301974001095376,-0.275955941245907,-0.22662439375098,-0.205354861610216,-0.278007808130685,-0.242024250367316,-0.201024642181201,0.0961788667702163,0.1378873448911,0.104103219900237,0.0167582134741654,0.161026328242653,0.191406067545944,0.183110033801691,0.109447436036453,0.0761410143464104,0.169472979687479,0.276416961761345,0.363936490414821,0.310164657522592,0.338068062592466,0.422862752925859,0.321642873199431,0.447202036510432,0.409963449053345,0.314040068287234,0.394666879374206,0.588802215432895,0.48344747853347,0.50318338005592,0.535863798843333,0.537627612932558,0.603044504567098,0.399707547672877,0.502933195624889,0.462017003865893,0.52442771542498,-0.0944682616160959,-0.0073056502591607,-0.0956443583634345,-0.109843011188548,-0.111799973186136,-0.0683857685846102,-0.112502176942614,-0.0355521792075131,-0.115489327657498,-0.0396559820689439,0.158314552166195,0.189532444892458,0.141495015255728,0.190922440918302,0.152432500735637,0.134077999995768,0.153846759307227,0.130071334319882,0.0879655547716101,0.240500744169291,0.21376969143223,0.198372317095518,0.214547949860711,0.19850095151263,0.268197952185007,0.184132862994038,0.240552119400169,0.139684134544191,0.226700680856203,0.211041112070211,0.473562008189032,0.499243538076017,0.453562127308044,0.43464120477438,0.400758690943489,0.390208454519208,0.458531142015258,0.449218532097949,0.51910452647228,0.442626023750001,0.447156530641031,0.481437898341499,0.501884146698584,0.508514359531393,0.51012008308147,0.435612734631381,0.445264531747813,0.486460158361295,0.522388230244492,0.520249440651776,0.511116722344125,0.523450998712561,0.56530332379588,0.518660261221427,0.489665501012505,0.459246818996739,0.502455357638459,0.586716189102394,0.478893047106783,0.506673906060519,0.147223231325156,0.261766141635611,0.142833535904405,0.204975250314961,0.175634245009805,0.210328724964688,0.177348401124973,0.233460052014967,0.301789003507206,0.209875838892121
-0.310954252776328,-0.31367414871864,-0.330268036968946,-0.322464625021712,-0.296492740159946,-0.247105477720687,-0.225678665862155,-0.298327948666372,-0.261959617943213,-0.221256069678132,0.0759088427730626,0.118125380047788,0.0838753171031558,-0.003756514289293,0.141358442936169,0.171087268670729,0.162700327838219,0.0889981554183562,0.0553423683865376,0.148985797551709,0.256089467379971,0.343233831763989,0.289169784557085,0.317512404943895,0.402885442348822,0.300997329931672,0.427380164321257,0.389907079893468,0.293164392257471,0.374488281556282,0.567808129471817,0.461620980644554,0.483141097072767,0.514990281425655,0.51832134769079,0.582245060965477,0.379128891182681,0.484294705816392,0.440969768289326,0.505492268050181,-0.114803100021807,-0.0275053787700268,-0.115934207181191,-0.129979362826894,-0.13236623206916,-0.0888272858453789,-0.133228176757236,-0.0553813091275599,-0.135464173645931,-0.0603477634128916,0.13819112438284,0.169212809149116,0.121146849654286,0.170712253491092,0.131878482714526,0.113456511145553,0.133288866194848,0.109609733661489,0.0674584293425896,0.220171949936621,0.193275783513979,0.178797796778819,0.194124165631973,0.178063382054291,0.247818808952876,0.164039820938714,0.220000327869694,0.119614912878746,0.205916337969325,0.191561829600605,0.453635983053448,0.478743163600012,0.433347529157052,0.41393252053484,0.380672676357146,0.369650231615573,0.437403724932757,0.429281411434116,0.498865589278201,0.422153773643603,0.426756089427144,0.461494111014809,0.4812936479418,0.487749568815627,0.489741714477125,0.415091347980168,0.424578338193413,0.466577653092776,0.501706686256916,0.499680171601587,0.491290920157042,0.502855715143286,0.545056743697659,0.498305371000495,0.470098162387664,0.438446748467791,0.48245733300581,0.566446178564972,0.458182705750615,0.486314308464858,0.126900823222161,0.241266847946871,0.122489596941898,0.185061818820413,0.154998349856805,0.190772845484511,0.15696850258337,0.213371967667427,0.281356656810033,0.190076275761722
-0.35103480328585,-0.352317811835727,-0.369962346793587,-0.362773459297442,-0.33651761748804,-0.287129916424038,-0.265148449055484,-0.33802328693211,-0.300337351413712,-0.260883013523971,0.0364234245025344,0.0799301977183471,0.0442038956715867,-0.0437724919447143,0.102919717700942,0.131229391798245,0.12301292171293,0.049415745164347,0.0147318681989212,0.109537964920925,0.216139304860202,0.302737634943439,0.248719683200765,0.277972323939879,0.36369681135388,0.260560907008251,0.38806755473705,0.350776364261372,0.252500810342902,0.335237264615177,0.527884227366319,0.420200161429035,0.443582114384124,0.475235286033847,0.481780077807585,0.541652373533994,0.339271358989521,0.447993683369226,0.400073560759002,0.468923961663479,-0.154393765977293,-0.0667617910843426,-0.155415805597135,-0.16898942872096,-0.172556411155139,-0.128703088463071,-0.173732956000225,-0.0936464608285514,-0.174043013802861,-0.100846150119339,0.0991768254805799,0.129614158688203,0.0815415000571361,0.131473365228147,0.0917838414896773,0.0731138636811117,0.0930673380016793,0.0697433324376888,0.0273802849056468,0.180622226876206,0.153417785723058,0.140830959104162,0.153984105075299,0.138309918152678,0.208060266632415,0.125009307194464,0.179984158781584,0.0808170090677947,0.16535420509958,0.154230003273715,0.41464560354451,0.438431876322396,0.394215619280104,0.373349927698454,0.3413949743655,0.32994087775116,0.396914100397154,0.391183699935177,0.459461985676587,0.382283913026448,0.386974552735169,0.422928049560851,0.4410826512207,0.447106870658353,0.450040589194,0.375028854068724,0.384168968442094,0.428252719492429,0.461191880587359,0.45950331446807,0.452943391194852,0.462646022282933,0.505685762570517,0.458683438433223,0.432530950705623,0.397623785490448,0.443825556518079,0.52710947577498,0.417649961427015,0.446749897706856,0.0873714231435362,0.20114905037428,0.0829868835549214,0.14673393265278,0.114558940405573,0.15323997062677,0.117223751637202,0.174424298841063,0.241628117511382,0.151932867028478
-0.398074136538229,-0.396411629999681,-0.416386999316999,-0.410644977719839,-0.383374998231381,-0.334133488435823,-0.31082646137655,-0.384419093832304,-0.343614708565278,-0.307300526966595,-0.0094464115416728,0.0367661478624561,-0.00236209024465411,-0.09065916783883,0.0587397817213215,0.0843189025719556,0.0768794476902745,0.00371655083167398,-0.0332704531180874,0.0643611560804168,0.168957929334829,0.254841586458331,0.201743767851184,0.232687529744966,0.317981359806029,0.212698711122905,0.341548365516259,0.305454241989677,0.204533698888094,0.289861285616272,0.482552840424498,0.372361337366808,0.396873212626086,0.43011447683193,0.442579479961271,0.493712896135059,0.293051362403888,0.407790216570491,0.351833760439995,0.428679983240855,-0.200422266973676,-0.112098713254655,-0.201221018756889,-0.21372053944999,-0.219854453436455,-0.175344313323321,-0.2215950658516,-0.136852351509704,-0.217848152428125,-0.148779667096301,0.0543980310444351,0.0835201689800732,0.0355022291389064,0.0862192023657571,0.0447537875849074,0.0254835356898585,0.0456484933874982,0.0231848197104121,-0.0197225942029827,0.134706386155479,0.106971624005644,0.0978867506210175,0.106467148763328,0.0920419909128347,0.16162163660401,0.0800986888977807,0.133194783118785,0.0365745913889732,0.11746602238955,0.113023548532974,0.369417680739897,0.390579115199258,0.349308830542955,0.325197054122103,0.295688843139545,0.284131599793178,0.350159730741227,0.348789557170269,0.41376669813075,0.335742571538364,0.340520666880175,0.37908053362126,0.39378347943378,0.398914046541519,0.403780625744497,0.328013282986479,0.336500896318048,0.385000895991425,0.413180010552209,0.412255471483315,0.409469356327329,0.41536337439157,0.460113216886402,0.412609935896135,0.390821961914705,0.348959008858104,0.399915731554412,0.481706881097191,0.36965887864773,0.400869588273882,0.0415024690287707,0.15390137917227,0.0372588441265464,0.10355415883027,0.0666621963500927,0.111609228063199,0.0708308901911093,0.12976075905041,0.195425265556826,0.109030558096632
-0.437541634304676,-0.430529392556576,-0.454881336364074,-0.451918347848868,-0.422458909313218,-0.373600964369497,-0.347732537266132,-0.422833946997251,-0.376026877191688,-0.34588785640672,-0.0468298211194271,0.00434929154428559,-0.0412637953598523,-0.129831543056614,0.0240591667296169,0.0448217152520961,0.0391389639600806,-0.0330593995654198,-0.0743896771384382,0.02873143890149,0.128893275321848,0.213816577474486,0.163058469382375,0.196927638205536,0.280510408444497,0.171658091613852,0.302172796212219,0.268922356895061,0.163589054837264,0.25338608890366,0.447300472768441,0.332981427871411,0.357403703393882,0.39513371349175,0.417771497790326,0.452740364273251,0.255364625212858,0.379992259730706,0.310565768165357,0.401240893924954,-0.238047967596536,-0.148462712708693,-0.238441206534784,-0.248902396783235,-0.259819974257155,-0.214106059456576,-0.262519291293355,-0.169263956442225,-0.251314229746266,-0.189903431174889,0.0190978635809754,0.0457357397224047,-0.0021274645748328,0.0500432152784955,0.00533412796633942,-0.015101264305148,0.00541763877660115,-0.0153757676317724,-0.0593610707516584,0.0973087139742235,0.0686924437860117,0.0656692968108228,0.0658489540403238,0.0540559510052357,0.123196881483933,0.0444789499497918,0.0942769478256435,0.00232472240168619,0.0765666121649408,0.0843038995890646,0.332899572696583,0.349360348955361,0.313866333879934,0.283637848088412,0.25839058778404,0.247276242256308,0.312108885043693,0.318229262004763,0.376705959527689,0.297232233051072,0.302094994965238,0.345481906652507,0.353849285408241,0.357349377427527,0.365730436760667,0.288578656929893,0.295927795919413,0.352568205087965,0.37187878908881,0.372400464483358,0.376489322790923,0.37546973612207,0.423320452826642,0.374917905522228,0.361180904032297,0.306456041753833,0.366262807004108,0.4453034965713,0.328443554285733,0.363589264028506,0.0041941655647845,0.113949998658489,0.000275972176595959,0.071313658040612,0.0255369348870103,0.0821185215813777,0.0325044292024443,0.0946521247739381,0.157570238145594,0.0772130736298745
-0.457837159971223,-0.441970019891492,-0.473633783580595,-0.475341551098103,-0.442098402766238,-0.393929064259518,-0.363745010472345,-0.441437279579213,-0.38453139524169,-0.364844223582969,-0.0636927226287636,-0.0042613695379224,-0.0607577756985957,-0.149626763461508,0.0115027394153488,0.0243555984565555,0.0217428599312421,-0.0487787649195341,-0.0973787964642918,0.0149989729062623,0.107430514348029,0.190947578264629,0.144382618164507,0.183012051724594,0.263327793419035,0.148714329827988,0.281629360221109,0.253405658876823,0.140927903809938,0.238032843697037,0.434495217818526,0.313490691409511,0.336811032647727,0.382721634823189,0.421827046887859,0.43003550526729,0.238154912445883,0.378644109543464,0.287467131268431,0.400739426111501,-0.255290889528982,-0.163613507162548,-0.255012456729264,-0.262057067412696,-0.280954689946789,-0.233241212898723,-0.285208801826172,-0.177829663739414,-0.26161276140676,-0.212959759356627,0.00573199112065925,0.0282111449210594,-0.0193697852469991,0.0352210414624762,-0.0148672738055039,-0.0372680277001732,-0.0161784397220641,-0.0341547295203773,-0.0799662998032459,0.0804547058466759,0.0504168853383953,0.0572966326358039,0.043525379154138,0.0362478120349364,0.104603920764471,0.0305452634065937,0.074937151411155,-0.00926417017739042,0.0539481634758221,0.0818564790040758,0.317329846390308,0.326040201528954,0.30030449324368,0.259845025685519,0.241568204659625,0.231480782037813,0.29456592800596,0.312902414320749,0.360380100653306,0.278544168235293,0.283515515353367,0.334937384780779,0.332781700418643,0.333578698478313,0.347782889028058,0.268333675715616,0.273818751439576,0.34399797619066,0.348514423647383,0.351459738777135,0.366941659216489,0.354472745194262,0.407459119463659,0.357572392966453,0.357221597137492,0.281097880528135,0.355657005770219,0.43012506817332,0.305247822160382,0.346953864362717,-0.0125099609610327,0.0928065882846978,-0.0158571112448192,0.0630863637920002,0.0024452716018572,0.0784163368676918,0.0140836915990859,0.0815936005693847,0.139988535617817,0.0696487988770336
-0.454218818149245,-0.424753068524937,-0.467613978149694,-0.47645959423997,-0.437494198488844,-0.390351201526617,-0.353565383421359,-0.435182687781226,-0.362835165098778,-0.359113700918427,-0.0547892020369261,0.0173209144858732,-0.0558331889437722,-0.145235635616594,0.0271171524146584,0.0277785143351856,0.0298014023214069,-0.0381906763888652,-0.097932356393423,0.0285866022819798,0.109285594997138,0.19062718190792,0.15036863604477,0.196307305440958,0.271820526907001,0.148265043281026,0.285067839815748,0.264419605126886,0.140820848303145,0.249254921582241,0.449348406400311,0.317856299946901,0.340085427446383,0.398191303829461,0.46246889079383,0.429976086973846,0.246448183522782,0.411492161385725,0.286692230543811,0.434908406393625,-0.246982766259656,-0.152090998259216,-0.245671638126024,-0.247485246695352,-0.278622773424572,-0.227836090193004,-0.285276649078014,-0.156201629781113,-0.242661964106794,-0.213584357842661,0.0199854752277119,0.0360951374968283,-0.0110645372907396,0.0472389130207817,-0.0111104625077639,-0.0365164665841178,-0.0145460796433789,-0.028215914307019,-0.0768123992589469,0.0893559612185845,0.0571144421075995,0.0792950774479416,0.0441181607433161,0.0436615702706161,0.110846150473009,0.0439420179937528,0.0800039496168608,0.0077078438995767,0.0539634001459589,0.112814262999601,0.328294048840314,0.325083213738622,0.314229809757795,0.258101929594185,0.250580892276901,0.241921944960935,0.302176669937509,0.339413255569818,0.370107829132746,0.284615186317549,0.289778343072519,0.353521842238608,0.335208118509431,0.331853515905904,0.35500962965544,0.272034385715369,0.274642346116673,0.365607634334775,0.347430259831709,0.354090099147671,0.387073182616581,0.357001476100669,0.41788947976803,0.365719367362394,0.385902571308346,0.276962447303545,0.37413631756132,0.441587042776905,0.304421225662563,0.356177760056092,-0.00337953933341738,0.0951533526997175,-0.00586615071794666,0.0851988642728397,0.00178003948438951,0.107501226142131,0.0205929237527039,0.0963198537675639,0.14775600238043,0.0927999513336997
